language,serieId,setId,setName,cardNumber,cardId,cardName,reason
ja,swsh,swsh11,Lost Origin,172,swsh11-172,Hisuian Electrode V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,063,swsh11-063,Clefable,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,123,swsh11-123,Radiant Hisuian Sneasler,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,090,swsh11-090,Rhydon,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,210,swsh11-210,Thorton,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,181,swsh11-181,Gallade V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG28,swsh11-TG28,Opal,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,191,swsh11-191,Fantina,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,200,swsh11-200,Drapion VSTAR,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,080,swsh11-080,Mimikyu,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,133,swsh11-133,Hisuian Sliggoo,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,073,swsh11-073,Banette,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,162,swsh11-162,Lost Vacuum,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,022,swsh11-022,Magcargo,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,016,swsh11-016,Phantump,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,156,swsh11-156,Damage Pump,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,047,swsh11-047,Swanna,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,107,swsh11-107,Barbaracle,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,067,swsh11-067,Mr. Mime,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,127,swsh11-127,Galarian Stunfisk,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,036,swsh11-036,Seadra,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,176,swsh11-176,Rotom V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,185,swsh11-185,Giratina V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,214,swsh11-214,Box of Disaster,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,094,swsh11-094,Sudowoodo,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,142,swsh11-142,Porygon-Z,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,002,swsh11-002,Gloom,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,113,swsh11-113,Ariados,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,053,swsh11-053,Raichu,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG18,swsh11-TG18,Enamorus V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG08,swsh11-TG08,Hisuian Arcanine,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,043,swsh11-043,Abomasnow,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,103,swsh11-103,Mienfoo,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,012,swsh11-012,Nuzleaf,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,152,swsh11-152,Arc Phone,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,084,swsh11-084,Hisuian Arcanine,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,204,swsh11-204,Arezu,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,195,swsh11-195,Thorton,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,166,swsh11-166,Riley,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,026,swsh11-026,Chandelure,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,137,swsh11-137,Pidgeot V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,077,swsh11-077,Inkay,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG13,swsh11-TG13,Orbeetle VMAX,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG27,swsh11-TG27,Nessa,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,149,swsh11-149,Komala,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,009,swsh11-009,Cascoon,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,118,swsh11-118,Drapion V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,058,swsh11-058,Rotom V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,048,swsh11-048,Kyurem V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,108,swsh11-108,Carbink,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,019,swsh11-019,Dottler,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,159,swsh11-159,Lady,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG03,swsh11-TG03,Charizard,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG23,swsh11-TG23,Adventurer's Discovery,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG17,swsh11-TG17,Pikachu VMAX,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,039,swsh11-039,Shellos,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,179,swsh11-179,Aerodactyl V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,068,swsh11-068,Jynx,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,128,swsh11-128,Magearna,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,138,swsh11-138,Lickitung,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,078,swsh11-078,Malamar,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,169,swsh11-169,Volo,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,029,swsh11-029,Pyroar,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG07,swsh11-TG07,Banette,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG22,swsh11-TG22,Eternatus VMAX,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG16,swsh11-TG16,Pikachu V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,038,swsh11-038,Luvdisc,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,178,swsh11-178,Enamorus V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,069,swsh11-069,Radiant Gardevoir,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,129,swsh11-129,Galarian Perrserker V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,139,swsh11-139,Lickilicky,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,079,swsh11-079,Comfey,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,168,swsh11-168,Tool Box,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,028,swsh11-028,Litleo,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG06,swsh11-TG06,Gengar,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG12,swsh11-TG12,Orbeetle V,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG26,swsh11-TG26,Kabu,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,148,swsh11-148,Bouffalant,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,008,swsh11-008,Beautifly,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,119,swsh11-119,Drapion VSTAR,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,059,swsh11-059,Tynamo,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,049,swsh11-049,Kyurem VMAX,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,109,swsh11-109,Rockruff,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,018,swsh11-018,Blipbug,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,158,swsh11-158,Iscan,SERIE_MISSING
ja,swsh,swsh11,Lost Origin,TG02,swsh11-TG02,Roserade,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG21,swsh12-TG21,Duraludon VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG15,swsh12-TG15,Blaziken VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,188,swsh12-188,Brandon,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,099,swsh12-099,Sandygast,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,089,swsh12-089,Dragapult,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,198,swsh12-198,Regieleki VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,209,swsh12-209,Worker,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG05,swsh12-TG05,Gardevoir,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG11,swsh12-TG11,Altaria,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG25,swsh12-TG25,Judge,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG01,swsh12-TG01,Braixen,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG10,swsh12-TG10,Smeargle,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG24,swsh12-TG24,Gordie,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG20,swsh12-TG20,Rayquaza VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG14,swsh12-TG14,Blaziken V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,189,swsh12-189,Candice,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,098,swsh12-098,Hawlucha,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,088,swsh12-088,Drakloak,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,208,swsh12-208,Wallace,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,199,swsh12-199,Unown VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG04,swsh12-TG04,Jynx,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG30,swsh12-TG30,Duraludon VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,145,swsh12-145,Lopunny,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,005,swsh12-005,Sunkern,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,114,swsh12-114,Mareanie,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,054,swsh12-054,Emolga,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,182,swsh12-182,Magearna V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,213,swsh12-213,Gapejaw Bog,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,093,swsh12-093,Baltoy,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,060,swsh12-060,Drowzee,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,120,swsh12-120,Radiant Jirachi,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,031,swsh12-031,Torracat,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,171,swsh12-171,Chesnaught V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,161,swsh12-161,Primordial Altar,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,021,swsh12-021,Ponyta,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,130,swsh12-130,Dragonair,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,070,swsh12-070,Mawile V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,083,swsh12-083,Swirlix,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,203,swsh12-203,Brandon,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,192,swsh12-192,Lance,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,044,swsh12-044,Relicanth,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,104,swsh12-104,Golbat,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,015,swsh12-015,Chesnaught V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,155,swsh12-155,Emergency Jelly,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,097,swsh12-097,Terrakion,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,186,swsh12-186,Lugia V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,035,swsh12-035,Omastar V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,175,swsh12-175,Regieleki V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,064,swsh12-064,Mismagius,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,124,swsh12-124,Klang,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,110,swsh12-110,Toxicroak,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,050,swsh12-050,Raichu,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,141,swsh12-141,Spinda,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,001,swsh12-001,Venonat,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,011,swsh12-011,Foongus,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,151,swsh12-151,Brandon,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,040,swsh12-040,Milotic,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,100,swsh12-100,Palossand,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,134,swsh12-134,Zygarde,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,074,swsh12-074,Chimecho,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,165,swsh12-165,Unidentified Fossil,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,025,swsh12-025,Fennekin,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,196,swsh12-196,Serperior VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,207,swsh12-207,Serena,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,087,swsh12-087,Dreepy,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,096,swsh12-096,Armaldo,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,187,swsh12-187,Ho-Oh V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,034,swsh12-034,Alolan Vulpix VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,174,swsh12-174,Omastar V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,065,swsh12-065,Unown V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,125,swsh12-125,Klinklang,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,111,swsh12-111,Sandile,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,051,swsh12-051,Chinchou,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,140,swsh12-140,Ho-Oh V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,010,swsh12-010,Hisuian Lilligant,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,150,swsh12-150,Fletchling,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,041,swsh12-041,Snorunt,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,101,swsh12-101,Stonjourner,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,135,swsh12-135,Regidrago V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,075,swsh12-075,Sigilyph,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,164,swsh12-164,Serena,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,024,swsh12-024,Reshiram V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,206,swsh12-206,Lance,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,197,swsh12-197,Alolan Vulpix VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,086,swsh12-086,Indeedee,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,144,swsh12-144,Buneary,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,004,swsh12-004,Ariados,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,115,swsh12-115,Toxapex,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,055,swsh12-055,Stunfisk,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,212,swsh12-212,Energy Switch,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,183,swsh12-183,Regidrago V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,092,swsh12-092,Donphan,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,061,swsh12-061,Hypno,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,121,swsh12-121,Ferroseed,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,030,swsh12-030,Litten,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,170,swsh12-170,Serperior V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,160,swsh12-160,Leafy Camo Poncho,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,020,swsh12-020,Arcanine,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,131,swsh12-131,Dragonite,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,071,swsh12-071,Mawile VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,082,swsh12-082,Meowstic,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,193,swsh12-193,Serena,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,202,swsh12-202,Lugia VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,045,swsh12-045,Phione,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,105,swsh12-105,Crobat,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,014,swsh12-014,Virizion,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,154,swsh12-154,Earthen Seal Stone,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,066,swsh12-066,Unown VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,126,swsh12-126,Cobalion,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,037,swsh12-037,Wailmer,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,177,swsh12-177,Unown V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,215,swsh12-215,V Guard Energy,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,184,swsh12-184,Regidrago V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,095,swsh12-095,Anorith,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,143,swsh12-143,Altaria,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,003,swsh12-003,Spinarak,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,112,swsh12-112,Krokorok,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,052,swsh12-052,Lanturn,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG19,swsh12-TG19,Corviknight VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG09,swsh12-TG09,Druddigon,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,042,swsh12-042,Glalie,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,102,swsh12-102,Ursaluna V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,013,swsh12-013,Durant,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,153,swsh12-153,Capturing Aroma,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,085,swsh12-085,Dedenne,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,194,swsh12-194,Wallace,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,205,swsh12-205,Furisode Girl,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,167,swsh12-167,Worker,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,027,swsh12-027,Delphox,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,136,swsh12-136,Regidrago VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,076,swsh12-076,Solosis,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,116,swsh12-116,Morpeko,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,056,swsh12-056,Zeraora,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,147,swsh12-147,Archeops,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,007,swsh12-007,Serperior V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,033,swsh12-033,Alolan Vulpix V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,173,swsh12-173,Alolan Vulpix V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,062,swsh12-062,Jynx,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,122,swsh12-122,Ferrothorn,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,091,swsh12-091,Phanpy,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,180,swsh12-180,Skuntank V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,211,swsh12-211,Lugia VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG29,swsh12-TG29,Rayquaza VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,201,swsh12-201,Regidrago VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,190,swsh12-190,Furisode Girl,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,081,swsh12-081,Espurr,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,132,swsh12-132,Noibat,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,072,swsh12-072,Meditite,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,163,swsh12-163,Quad Stone,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,023,swsh12-023,Victini,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,017,swsh12-017,Vulpix,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,157,swsh12-157,Furisode Girl,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,046,swsh12-046,Keldeo,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,106,swsh12-106,Murkrow,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,117,swsh12-117,Beldum,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,057,swsh12-057,Regieleki V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,146,swsh12-146,Archen,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,006,swsh12-006,Sunflora,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,032,swsh12-032,Incineroar,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,172,swsh12-172,Reshiram V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,063,swsh12-063,Misdreavus,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,123,swsh12-123,Klink,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,090,swsh12-090,Hisuian Arcanine V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,210,swsh12-210,Serperior VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,181,swsh12-181,Skuntank V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG28,swsh12-TG28,Sordward & Shielbert,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,191,swsh12-191,Gym Trainer,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,200,swsh12-200,Mawile VSTAR,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,080,swsh12-080,Beheeyem,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,133,swsh12-133,Noivern,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,073,swsh12-073,Medicham,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,162,swsh12-162,Professor Laventon,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,022,swsh12-022,Rapidash,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,016,swsh12-016,Radiant Tsareena,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,156,swsh12-156,Forest Seal Stone,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,047,swsh12-047,Dewpider,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,107,swsh12-107,Honchkrow,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,067,swsh12-067,Ralts,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,127,swsh12-127,Togedemaru,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,036,swsh12-036,Articuno,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,176,swsh12-176,Unown V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,185,swsh12-185,Lugia V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,214,swsh12-214,Leafy Camo Poncho,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,094,swsh12-094,Claydol,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,142,swsh12-142,Swablu,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,002,swsh12-002,Venomoth,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,113,swsh12-113,Krookodile,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,053,swsh12-053,Rotom,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG18,swsh12-TG18,Corviknight V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG08,swsh12-TG08,Passimian,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,043,swsh12-043,Froslass,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,103,swsh12-103,Zubat,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,012,swsh12-012,Amoonguss,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,152,swsh12-152,Candice,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,084,swsh12-084,Slurpuff,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,204,swsh12-204,Candice,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,195,swsh12-195,Worker,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,166,swsh12-166,Wallace,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,026,swsh12-026,Braixen,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,137,swsh12-137,Smeargle,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,077,swsh12-077,Duosion,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG13,swsh12-TG13,Serperior V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG27,swsh12-TG27,Raihan,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,149,swsh12-149,Hisuian Braviary,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,009,swsh12-009,Petilil,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,118,swsh12-118,Metang,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,058,swsh12-058,Regieleki VMAX,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,048,swsh12-048,Araquanid,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,108,swsh12-108,Skuntank V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,019,swsh12-019,Growlithe,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,159,swsh12-159,Lance,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG03,swsh12-TG03,Flaaffy,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG23,swsh12-TG23,Friends in Galar,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,TG17,swsh12-TG17,Mawile V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,039,swsh12-039,Feebas,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,179,swsh12-179,Hisuian Arcanine V,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,068,swsh12-068,Kirlia,SERIE_MISSING
ja,swsh,swsh12,Silver Tempest,128,swsh12-128,Magearna V,SERIE_MISSING
